station,observation_time,temperature_c,dewpoint_c,dewpoint_spread_c,wind_direction_deg,wind_speed_kt,visibility_sm,ceiling_ft,flight_category
KSEA,2026-07-29T22:53:00+00:00,23.9,9.4,14.5,280,9,10.0,,VFR
KSEA,2026-07-29T23:53:00+00:00,23.3,9.4,13.9,300,9,10.0,,VFR
KSEA,2026-07-30T00:53:00+00:00,22.2,10,12.2,300,7,10.0,,VFR
KSEA,2026-07-30T01:53:00+00:00,22.2,9.4,12.8,320,5,10.0,,VFR
KSEA,2026-07-30T02:53:00+00:00,21.1,8.9,12.2,350,7,10.0,,VFR
KSEA,2026-07-30T03:53:00+00:00,18.9,7.2,11.7,340,6,10.0,,VFR
KSEA,2026-07-30T04:53:00+00:00,16.7,8.3,8.4,300,5,10.0,,VFR
KSEA,2026-07-30T05:53:00+00:00,16.1,9.4,6.7,300,4,10.0,,VFR
KSEA,2026-07-30T06:53:00+00:00,15.6,9.4,6.2,0,0,10.0,,VFR
KSEA,2026-07-30T07:53:00+00:00,13.3,10.6,2.7,280,4,10.0,,VFR
KSEA,2026-07-30T08:53:00+00:00,13.3,10.6,2.7,270,4,10.0,,VFR
KSEA,2026-07-30T09:53:00+00:00,12.8,10.6,2.2,280,4,10.0,,VFR
KSEA,2026-07-30T10:53:00+00:00,12.8,10.6,2.2,0,0,10.0,,VFR
KSEA,2026-07-30T11:53:00+00:00,12.8,10,2.8,0,0,10.0,,VFR
KSEA,2026-07-30T12:53:00+00:00,12.2,10.6,1.6,250,4,10.0,,VFR
KSEA,2026-07-30T13:53:00+00:00,13.3,10.6,2.7,0,0,10.0,,VFR
KSEA,2026-07-30T14:53:00+00:00,14.4,10.6,3.8,190,7,10.0,,VFR
KSEA,2026-07-30T15:53:00+00:00,15.6,9.4,6.2,200,7,10.0,,VFR
KSEA,2026-07-30T16:53:00+00:00,17.8,10,7.8,230,3,10.0,,VFR
KSEA,2026-07-30T17:53:00+00:00,18.9,9.4,9.5,VRB,5,10.0,,VFR
KSEA,2026-07-30T18:53:00+00:00,20.6,9.4,11.2,210,7,10.0,,VFR
KSEA,2026-07-30T19:53:00+00:00,21.1,6.7,14.4,VRB,4,10.0,,VFR
KSEA,2026-07-30T20:53:00+00:00,22.8,8.9,13.9,260,7,10.0,,VFR
KSEA,2026-07-30T21:53:00+00:00,22.8,10,12.8,VRB,3,10.0,,VFR
KSEA,2026-07-30T22:53:00+00:00,23.9,9.4,14.5,190,6,10.0,,VFR
KSEA,2026-07-30T23:53:00+00:00,25,7.8,17.2,280,4,10.0,,VFR
KSEA,2026-07-31T00:53:00+00:00,25.6,7.2,18.4,VRB,4,10.0,,VFR
KSEA,2026-07-31T01:53:00+00:00,25,8.3,16.7,280,7,10.0,,VFR
KSEA,2026-07-31T02:53:00+00:00,23.3,10,13.3,280,4,10.0,,VFR
KSEA,2026-07-31T03:53:00+00:00,21.7,7.2,14.5,350,5,10.0,,VFR
KSEA,2026-07-31T04:53:00+00:00,18.9,7.8,11.1,350,5,10.0,,VFR
KSEA,2026-07-31T05:53:00+00:00,16.7,10.6,6.1,290,5,10.0,,VFR
KSEA,2026-07-31T06:53:00+00:00,16.1,10,6.1,290,4,10.0,,VFR
KSEA,2026-07-31T07:53:00+00:00,16.1,10,6.1,300,3,10.0,,VFR
KSEA,2026-07-31T08:53:00+00:00,15.6,10,5.6,0,0,10.0,,VFR
KSEA,2026-07-31T09:53:00+00:00,14.4,10.6,3.8,0,0,10.0,,VFR
KSEA,2026-07-31T10:53:00+00:00,14.4,10.6,3.8,0,0,10.0,,VFR
KSEA,2026-07-31T11:53:00+00:00,15,10,5,80,3,10.0,,VFR
KSEA,2026-07-31T12:53:00+00:00,14.4,10.6,3.8,0,0,10.0,,VFR
KSEA,2026-07-31T13:53:00+00:00,15,10,5,0,0,10.0,,VFR
KSEA,2026-07-31T14:53:00+00:00,16.7,10.6,6.1,180,3,10.0,,VFR
KSEA,2026-07-31T15:53:00+00:00,17.8,11.7,6.1,290,5,10.0,,VFR
KSEA,2026-07-31T16:53:00+00:00,19.4,11.7,7.7,270,4,10.0,,VFR
KSEA,2026-07-31T17:53:00+00:00,20.6,11.7,8.9,270,5,10.0,,VFR
KSEA,2026-07-31T18:53:00+00:00,22.2,11.1,11.1,280,7,10.0,,VFR
KSEA,2026-07-31T19:53:00+00:00,23.9,10.6,13.3,300,10,10.0,,VFR
KSEA,2026-07-31T20:53:00+00:00,25,9.4,15.6,290,10,10.0,,VFR
KSEA,2026-07-31T21:53:00+00:00,26.1,9.4,16.7,270,7,10.0,,VFR
KSEA,2026-07-31T22:53:00+00:00,27.2,7.2,20.0,210,3,10.0,,VFR
KSEA,2026-07-31T23:53:00+00:00,27.8,7.8,20.0,250,6,10.0,,VFR
KSEA,2026-08-01T00:53:00+00:00,27.8,7.2,20.6,VRB,4,10.0,,VFR
KSEA,2026-08-01T01:53:00+00:00,27.8,6.1,21.7,190,5,10.0,,VFR
KSEA,2026-08-01T02:53:00+00:00,27.8,8.3,19.5,210,4,10.0,,VFR
KSEA,2026-08-01T03:53:00+00:00,22.2,10,12.2,270,6,10.0,,VFR
KSEA,2026-08-01T04:53:00+00:00,20,11.1,8.9,0,0,10.0,,VFR
KSEA,2026-08-01T05:53:00+00:00,19.4,10.6,8.8,210,3,10.0,,VFR
KSEA,2026-08-01T06:53:00+00:00,18.3,13.3,5.0,210,8,10.0,,VFR
KSEA,2026-08-01T07:53:00+00:00,17.2,13.3,3.9,210,10,10.0,,VFR
KSEA,2026-08-01T08:53:00+00:00,16.7,13.3,3.4,250,6,10.0,,VFR
KSEA,2026-08-01T09:34:00+00:00,16.7,13.3,3.4,190,7,10.0,1600,MVFR
KSEA,2026-08-01T09:53:00+00:00,16.7,13.3,3.4,200,7,10.0,1600,MVFR
KSEA,2026-08-01T10:13:00+00:00,16.7,13.3,3.4,190,10,10.0,1400,MVFR
KSEA,2026-08-01T10:27:00+00:00,16.1,13.3,2.8,180,11,10.0,,VFR
KSEA,2026-08-01T10:53:00+00:00,16.1,13.3,2.8,170,9,10.0,,VFR
KSEA,2026-08-01T11:14:00+00:00,16.7,13.3,3.4,180,9,10.0,1800,MVFR
KSEA,2026-08-01T11:53:00+00:00,16.7,13.3,3.4,170,12,10.0,1600,MVFR
KSEA,2026-08-01T12:20:00+00:00,16.1,13.3,2.8,160,9,10.0,,VFR
KSEA,2026-08-01T12:53:00+00:00,16.1,13.3,2.8,190,10,10.0,,VFR
KSEA,2026-08-01T13:28:00+00:00,16.7,13.3,3.4,190,11,10.0,2500,MVFR
KSEA,2026-08-01T13:53:00+00:00,17.2,13.3,3.9,200,13,10.0,,MVFR
KSEA,2026-08-01T14:53:00+00:00,17.8,12.8,5.0,190,11,10.0,2100,MVFR
KSEA,2026-08-01T15:53:00+00:00,18.3,12.8,5.5,190,8,10.0,2500,MVFR
KSEA,2026-08-01T16:53:00+00:00,19.4,13.3,6.1,210,14,10.0,2500,MVFR
